WKT,c_barri,c_carrer_id,c_codi_carrer,c_data_que_va_rebre_la_denominacio,c_denominacio,c_exp_historica_refos,c_fonts_refos,c_genere,c_nom_carrer_actual,c_period,c_segle,c_subtipologia,c_tipologia
"LINESTRING (2.17537 41.38309,2.17514 41.38332)",Gòtic,500,300300,0,carrer,"Per Felip Ròmul Neri Soldi (Florència, 1515 - Roma, 1595) jesuïta.  En aquesta plaça està ubicada l'esglèsia de Sant Felip Neri construïda entre els anys 1721 i 1752, d'estil barroc, per servir d'oratori de la Congregació de l'Oratori de Barcelona.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Home,Sant Felip Neri,Modern,S. XVIII,Sant/a,Persona
"LINESTRING (2.17789 41.38016,2.1779 41.38014,2.1781 41.38004,2.17818 41.37999,2.17822 41.37997,2.1785 41.37982,2.17875 41.37968,2.17902 41.37956,2.1793 41.37943)",Gòtic,501,323407,0,carrer,"Cognom de família catalana de mercaders, o bé de navegants anterior al segle XIII. Durant els segles XIII, XIV i XV, es troben documentats molts consellers i consellers en cap amb aquest cognom.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",,d'en Serra,Medieval,S. XII,,Famílies
"LINESTRING (2.17491 41.37925,2.17535 41.37957,2.17541 41.37961,2.17548 41.37961)",Gòtic,503,30205,1856,passatge,"Baltasar de Bacardí i Tomba (Barcelona, 1752 - 1822). Va ser un menestral i comerciant català que va aconseguir ennoblir-se. Propietari que oferí el passatge quan es completà la plaça Reial. El passatge, l'obrí el seu fill, Ramon Bacardí i Cuyàs, l'any 1856.",informació familiar,Home,Bacardí,Contemporani,S. XIX,Comerciant o Mercader,Persona
"LINESTRING (2.17991 41.38207,2.17982 41.38224,2.17992 41.38227)",Gòtic,504,25908,0,plaça,"Segons Jesús Portavella el seu nom es deu a que hi vivien atzemblers i traginers i hi havia hagut la casa gremial dels tres oficis que es lliuraven al transport i al tragí de mercaderies: els bastaixos de ribera, els llogaters de mules i els traginers.","Unitat Operativa del Pla de la Ciutat; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986",,dels Traginers,Medieval,s.d,,Gremis i oficis
"LINESTRING (2.17765 41.38372,2.17745 41.38384)",Gòtic,505,321900,0,carrer,"Ciutat de Castella i Lleó. Nom donat al carrer pel primer Ajuntament de la República (30 de maig de 1931) per evitar la duplicitat, ja que el seu nom, carrer de Fivaller, l'havien donat al carrer de Ferran. En aquest carrer es conserven els símbols gremials d'un antic ferrer datats en 1736.","
Unitat Operativa del Pla de la Ciutat; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986",,Segòvia,s.d,s.d,,Geogràfic
"MULTILINESTRING ((2.17548 41.37961,2.17559 41.37953,2.17571 41.37946,2.17604 41.37927),(2.17539 41.37966,2.17548 41.37961))",Gòtic,506,231400,0,carrer,"Martín Zurbano y Baras (Varea, Logronyo, 1788 - 1845). Militar liberal que va lluitar a la Guerra del Francès. Durant el Trieni Liberal es va allistar com a milicià per lluitar contra els absolutistes. També ho va fer contra els carlins a la Rioja, el País Basc, el País Valencià i Catalunya. Va participar en el bombardeig de Barcelona el 1842. Morí afusellat amb els seus dos fills.","Arxiu Històric de la Ciutat de Barcelona (HCB); Josep Roca i Ramon N. Comas. Manuscrits B-138 al 141 de
l´AHCB. 1922",Home,Nou de Zurbano,Guerra del Francès-Trienni liberal,S. XIX,Militar o Heroi de Guerra,Persona
"LINESTRING (2.17499 41.38433,2.17428 41.38472,2.17412 41.38459)",Gòtic,507,21601,0,carrer,El lloc anomenat els Arcs apareix documentat l'any 987. El traçat d'aquest carrer segueix l'antic aqüeducte romà que portava l'aigua a Barcelona. Segons Víctor Balaguer era conegut com el Pont de la Moranta. Al arcs de l'aqüeducte es van aprofitar per construir les primeres cases del carrer. En una mitjançera de la plaça Vuit de març es poden veure dos dels pilars de l'aqüeducte romà.,"Víctor Balaguer. Las calles de Barcelona en 1865; Josep Moran Ocerinjauregui. Toponímia del Pla de
Barcelona. 1980; Altres escrits i informes; Arxiu Històric de la Ciutat de Barcelona (HCB); Josep Roca i Ramon N. Comas. Manuscrits B-138 al 141 de
l´AHCB. 1922",,dels Arcs,Medieval,S. X,Civil,Infraestructura
"MULTILINESTRING ((2.17483 41.38163,2.1748 41.38169,2.17476 41.38177,2.17469 41.3819),(2.17469 41.3819,2.17453 41.38206))",Gòtic,508,78100,0,carrer,"Segons Jesús Portavella, un acord del consistori (Segle XV) va obligar als cecs oracioners i captaires a viure en cases d'aquest carrer. També pren el nom de la Boqueria pel barri al qual pertany. En aquest carrer va viure una casamentera, podria dir-se que va ser la primera que va muntar una agència matrimonial.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",,Cecs de la Boqueria,Medieval,S. XV,,Referencial
"MULTILINESTRING ((2.17787 41.37981,2.17837 41.37951,2.17905 41.37909),(2.17717 41.38028,2.17742 41.38012),(2.17759 41.38001,2.17787 41.37981),(2.17742 41.38012,2.17759 41.38001))",Gòtic,509,82107,0,carrer,"Per codals, topònim antic, deformació de còdols. Indret per on desguassava a mar, vorejant el Tàber, la riera de Collserola. En termes geològics, els còdols són els fragments de roca arrodonits per l'acció de les aigües i el rodolament.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",,Còdols,s.d,s.d,Civil,Infraestructura
"MULTILINESTRING ((2.17345 41.38198,2.17354 41.38209,2.17362 41.3822,2.17368 41.38226),(2.17344 41.38137,2.17341 41.38148,2.17339 41.38155,2.1734 41.38173,2.17341 41.38183),(2.17341 41.38183,2.17343 41.38191,2.17345 41.38198))",Gòtic,510,64706,0,carrer,"Salvador Casañas i Pagès (Barcelona, 1834 - 1908). Rector de la parròquia de Santa Maria del Pi.  El 1879 va ser consagrat Bisbe de la Seu d'Urgell i, el 1901, de Barcelona. Fou un dels cardenals que elegiren Papa a sant Pius X. Simpatitzava amb els carlisme i va ser un dels impulsors de la participació del catalanisme catòlic en la coalició ""Solidaritat Catalana"".","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Home,Cardenal Casañas,Alfons XIII,S. XX,Eclesiàstic,Persona
"LINESTRING (2.18004 41.37862,2.17975 41.37877,2.1794 41.37892)",Gòtic,511,182305,0,carrer,"Louis Braille (Coupvray, 1809 - París, 1852). Educador. Cec des dels tres anys. Reformà el sistema de lectura per cecs dissenyat per Charles Barbier i el completà fins a convertir-lo en sistema universal de lectura pels discapacitats visuals: el sistema Braallle. Segons Jesús Portavella, en aquest indret hi hagué la seu de l'Organizació Nacional de Cecs d'Espanya.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Home,Louis Braille,Contemporani,S. XIX,Acadèmic o Filòsof,Persona
"LINESTRING (2.17971 41.38266,2.18 41.383)",Gòtic,512,294502,0,carrer,"Salvador Aulet (Barcelona, 1782 - 1809). Corredor de canvi. Un dels principals participants en la Conspiració de l'Ascensió (1809), una conjura contra les tropes napoleóniques. Aulet va ser víctima d'un parany que el portà al patíbul. Màrtir de la Ciutadella.","Closas, A. Una conspiració barcelonina el 1809; Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",,Salvador Aulet,Guerra del Francès-Trienni liberal,S. XIX,Militar o Heroi de Guerra,Persona
"LINESTRING (2.17875 41.38224,2.17907 41.38239)",Gòtic,513,278109,0,carrer,"Elionor de Sicília (?, 1325 - Lleida, 1375). Reina de Catalunya i Aragó. Tercera muller de Pere el Cerimoniós qui va construir per ella el Palau Menor de Barcelona i on la reina visquè molt de temps. El palau va ser enderrocat a mitjans del segle XIX per fer-hi cases de lloguer.","Unitat Operativa del Pla de la Ciutat; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986; Enciclopedia Catalana.",Dona,Reina Elionor,Medieval,S. XIV,Aristocràcia,Persona
"MULTILINESTRING ((2.17225 41.3879,2.17276 41.38846),(2.17153 41.38709,2.17192 41.38749),(2.17192 41.38749,2.17225 41.3879))",Gòtic,514,130403,0,carrer,"Joan Pere Fontanella (Olot, 1576 - Perpinyà, 1649). Jurista i polític. Va ser conseller en cap i, juntament amb Pau Claris, proclamà la República Catalana i la unió amb França el 17 de gener de 1641. A la galeria de Catalans il·lustres de l'Ajuntament de Barcelona llueix el seu retrat, obra de Benet Mercadé.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Home,Fontanella,Modern,S. XVI,Polític,Persona
"MULTILINESTRING ((2.17754 41.38255,2.17792 41.38278),(2.17792 41.38278,2.17814 41.3829,2.1782 41.38292))",Gòtic,515,154401,0,carrer,"Personatge de la mitologia grega. Hércules és el nom llatinitzat del déu Hèracles, fill de Zeus i Alcmena, una reina mortal. Fins el segle XIX, se li va atribuir el nom i la fundació de Barcelona. El traçat d'aquest carrer passa a prop del carrer Paradís, on encara es poden veure les columnes de l'antic temple romà d'August, atribuït a Hèrcules.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",,Hèrcules,Abans de 1865,s.d,,Al·legòric
"MULTILINESTRING ((2.17907 41.37848,2.1794 41.37892),(2.1794 41.37892,2.17965 41.37927),(2.17965 41.37927,2.17975 41.3794),(2.18083 41.38078,2.18123 41.38127),(2.1801 41.37984,2.18053 41.38038),(2.18053 41.38038,2.18083 41.38078),(2.17975 41.3794,2.17996 41.37967),(2.17996 41.37967,2.1801 41.37984))",Gòtic,516,209208,0,carrer,Per la Basílica i l'antic convent de la Mercè. L'església és d'estil barroc està dedicada a la Verge de la Mercè patrona de Barcelona. El temple es inaugurar l'any 1775. El 1888 es va construir una gran cúpula sobre el creuer  i es coronà amb una imatge de la Mare de Déu de la Mercè.,"Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",,de la Mercè,Modern,S. XVIII,Religiosa,Infraestructura
"MULTILINESTRING ((2.17539 41.37966,2.17505 41.37992),(2.17582 41.38,2.17539 41.37966),(2.17507 41.38059,2.17515 41.38052),(2.17505 41.37992,2.17472 41.38019,2.17493 41.38036),(2.17532 41.3804,2.17582 41.38),(2.17493 41.38036,2.17515 41.38052),(2.17515 41.38052,2.17532 41.3804))",Gòtic,518,276001,0,plaça,"Aquesta plaça es va construir en els terrenys que ocupava l'antic convent dels caputxins, construït el 1718 i enderrocat el 1848. Segons Jesús Portavella, s'anomenà així perquè Isabel II col·locà la primera pedra del que havia de ser monument a Ferran el Catòlic (no erigit). Havia de dir-se ""Plaça dels herois espanyols"", però Ferran VII va impedir aquest nom per la seva relació amb el liberalisme.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",, Reial,Modern,S. XIX,Aristocràcia,Referencial
"LINESTRING (2.17534 41.38535,2.17559 41.38559,2.17569 41.38568)",Gòtic,519,210502,0,carrer,"Misser és un tractament antic català donat antigament als doctors llicenciats en dret, civil o canònic. Aquest cognom era molt habitual a l'edat mitjana i fa molt difícil identificar el personatge. Les obres de la construcció de la Via Laietana va afectar aquest carrer que va quedar escurçat","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Home,Misser Ferrer,Medieval,s.d,Metge/essa,Persona
"LINESTRING (2.17571 41.3807,2.17582 41.38078,2.17593 41.38087,2.17606 41.38099,2.17625 41.38116,2.1764 41.38128)",Gòtic,520,178002,0,carrer,"Varies versions coexisteixen sobre l'origen d'aquest nom.  Jesús Portavella apunta que al segle XV, hi vivia l'encarregat d'alimentar els lleons de l'antic parc zoològic, situat al jardí del Palau Reial Menor. Altres veus diuen que hi van portar la lleona de palau quan la van haver de canviar de gàbia. Una altre versió parla que al carrer hi existí un bordell amb aquest nom.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",,de la Lleona,s.d,s.d,,Diverses propostes
"MULTILINESTRING ((2.17749 41.37948,2.17709 41.37915),(2.17787 41.37981,2.17749 41.37948))",Gòtic,521,291107,0,carrer,"Víctor Balaguer atribueix el nom a una familia catalana que deurien tenir propietats al carrer. En canvi, Jesús Portavella concreta més i l'atribueix a Joan Rull i Arnabach (1755 - 1820). D'ell diu que era un noble i fabricant d'indianes, especialista en tints i colors. La fábrica la tenia al carrer Códols.","Víctor Balaguer. Las calles de Barcelona en 1865; Nomenclàtor 1980 de les Vies Públiques de Barcelona; Registre de la Propietat número 7, 20.229.",Home,d'en Rull,Modern,S. XVIII,Altres,Persona
"MULTILINESTRING ((2.17534 41.38264,2.1752 41.38277,2.17524 41.3828,2.17533 41.38288,2.1754 41.38293),(2.17578 41.38213,2.1757 41.38222,2.1756 41.38232,2.17551 41.38239),(2.17551 41.38239,2.17533 41.38251,2.17523 41.38257,2.17534 41.38264))",Gòtic,522,20700,0,carrer,"El nom és en homenatge a sant Ramon de Penyafort (1180 - 1275). Religiós dominic. Va ser canonitzat al segle XVII. Se'l considera l'introductor de la Inquisició a la Corona d'Aragó. Jesús Portavella, esmenta que els frares dominicans s'hi van instal·lar en unes cases d'aquest carrer l'any 1222, va ser lloc d’estada de Ramon de Penyafort.","Arxiu Històric de la Ciutat de Barcelona (HCB); Josep Roca i Ramon N. Comas. Manuscrits B-138 al 141 de
l´AHCB. 1922; Unitat Operativa del Pla de la Ciutat; Expedient de nomenclatura; Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986",Home,l'Arc de Sant Ramon del Call,Medieval,S. XI,Sant/a,Persona
"MULTILINESTRING ((2.17529 41.3841,2.17573 41.38442),(2.17633 41.38488,2.17696 41.3853),(2.17573 41.38442,2.17599 41.38462),(2.17517 41.38441,2.17595 41.385),(2.17595 41.385,2.17643 41.38536,2.17657 41.38534),(2.17599 41.38462,2.17633 41.38488))",Gòtic,523,74801,0,avinguda,Aquesta avinguda condueix a la catedral. L'actual seu gòtica es va construir entre els segles XIII i XV just a la mateixa ubicació que l'anterior seu romànica de Ramon Berenguer el Vell i de la primitiva basílica paleocristiana. Està dedicada a la Santa Creu i a Santa Eulàlia.,"Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",,de la Catedral,Medieval,S. XIII,Religiosa,Infraestructura
"LINESTRING (2.17849 41.38137,2.17866 41.38153,2.17874 41.38157)",Gòtic,524,55206,0,carrer,Carrer dedicat al municipi del Maresme. Al segle XVIII es va incrementar el comerç marítim amb Amèrica i això va propiciar l'activitat tèxtil. Des dels inicis del segle XX i fins la Guerra Civil Calella va viure una època d'esplendor industrial i va esdevenir un dels primers centres catalans del tèxtil.,"Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",,Calella,s.d,S. XVIII,,Geogràfic
"MULTILINESTRING ((2.17732 41.38284,2.1776 41.38305),(2.17845 41.38372,2.17815 41.38348),(2.1776 41.38305,2.17796 41.38333),(2.17815 41.38348,2.17796 41.38333))",Gòtic,525,164802,0,carrer,"Jaume I el Conqueridor (Montpeller, 1208 - València, 1276). Comte de Barcelona, rei d'Aragó, de València i de Mallorca; comte d'Urgell i senyor de Montpeller. Durant el seu regnat va afegir els territoris  de Mallorca i València als seus dominis. Va participar en la confecció de la primera gran crònica catalana: Llibre del fets.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",Home,Jaume I,Medieval,S. XIII,Aristocràcia,Persona
"MULTILINESTRING ((2.1771 41.38175,2.17681 41.38195,2.17677 41.38198),(2.17677 41.38198,2.17666 41.38206,2.17664 41.38204,2.17647 41.38215))",Gòtic,526,247207,0,carrer,"Pel primitiu convent de l'Ensenyança de la Companyia de Maria. El van fundar cincs monges franceses procedents de Besiers el 1650. El convent va ser inaugurat el 28 d'abril de 1657 i es va dedicar a l'ensenyament femení. Malgrat les èpoques convulses que van haver de viure, les religioses sempre van ser respectades per la seva tasca docent.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",,del Pas de l'Ensenyança,Modern,S. XVII,Religiosa,Infraestructura
"LINESTRING (2.1793 41.38215,2.17936 41.3821,2.17959 41.38198,2.17976 41.38188,2.17983 41.38184)",Gòtic,527,361304,0,baixada,"Segons Jesús Portavella correspon al nom d'una família catalana anterior al segle XIII. Segons documents de 1281, un membre d'aquesta família va establir un forn al carrer, per aquest motiu se li va dir carrer del Forn d'en Viladecols i més tard baixada de Viladecols. Abans se li diguè Dressana, per estar-hi les drassanes velles molt properes, segons explica Víctor Balaguer.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: 
http://www.bcn.cat/nomenclator",,de Viladecols,Medieval,S. XIII,,Famílies
"LINESTRING (2.17991 41.38207,2.18007 41.38212,2.1802 41.38217,2.18031 41.38221)",Gòtic,528,175300,0,carrer,"Tant Víctor Balaguer com Jesús Portavella coincideixen en pensar que es tracta del cognom d'una antiga família catalana. Balaguer afegeix que eren mercaders i que els seus orígens es remunten al segle XIII. Amb el pas del temps, el cognom s'ha corromput i probablement es s'anomenava Gelpí. Tot i que al segle XV es troba documentada amb el nom Jeupí i més tard amb els noms de Jenpí, Jaupí i Jupí","Lluís Almerich i Sellarés. Història dels carrers de la Barcelona Vella. Ed. Millà, 1949.",,Jupí,Medieval,S. XIII,,Famílies
